t,px,py,pz,qw,qx,qy,qz,alt,roll,pitch,yawrate,yawcmd,alt_est,roll_est,pitch_est,m0,m1,m2,m3
1.7820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.8020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.8220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.8420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.8620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.8820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5820,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6020,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6220,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6420,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6620,0.00000,-0.00000,0.01019,1.000000,0.000000,0.000000,0.000000,0.0102,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
