time,phase,true_roll,true_pitch,true_alt,est_roll,est_pitch,est_alt,thrust,gust
2.000,1,0.000,0.000,0.0150,0.000,0.000,0.0150,0.4628,0
2.020,1,0.000,-0.000,0.0150,0.000,-0.000,0.0150,0.4650,0
2.040,1,-0.000,-0.002,0.0150,-0.000,-0.002,0.0150,0.4670,0
2.060,1,0.030,0.005,0.0150,0.030,0.005,0.0150,0.4679,0
2.080,1,0.054,0.028,0.0154,0.054,0.028,0.0154,0.4659,0
2.100,1,0.150,0.233,0.0161,0.150,0.233,0.0161,0.4637,0
2.120,1,-0.263,0.236,0.0172,-0.263,0.236,0.0172,0.4613,0
2.140,1,0.109,0.319,0.0187,0.109,0.319,0.0187,0.4596,0
2.160,1,0.314,0.695,0.0206,0.314,0.695,0.0206,0.4555,0
2.180,1,0.330,0.255,0.0232,0.330,0.255,0.0232,0.4514,0
2.200,1,0.336,0.508,0.0262,0.336,0.508,0.0262,0.4480,0
2.220,1,0.511,0.449,0.0297,0.511,0.449,0.0297,0.4458,0
2.240,2,0.117,0.252,0.0334,0.117,0.252,0.0334,0.4447,0
2.260,2,0.042,0.250,0.0375,0.042,0.250,0.0375,0.4423,0
2.280,2,0.261,0.453,0.0419,0.261,0.453,0.0419,0.4401,0
2.300,2,0.386,0.754,0.0465,0.386,0.754,0.0465,0.4396,0
2.320,2,0.534,0.860,0.0514,0.534,0.860,0.0514,0.4377,0
2.340,2,-0.070,0.462,0.0565,-0.070,0.462,0.0565,0.4356,0
2.360,2,-0.554,0.489,0.0620,-0.554,0.489,0.0620,0.4345,0
2.380,2,-0.405,0.433,0.0675,-0.405,0.433,0.0675,0.4339,0
2.400,2,-0.324,0.339,0.0733,-0.324,0.339,0.0733,0.4318,0
2.420,2,0.124,0.360,0.0795,0.124,0.360,0.0795,0.4293,0
2.440,2,0.312,0.496,0.0859,0.312,0.496,0.0859,0.4267,0
2.460,2,0.201,0.555,0.0927,0.201,0.555,0.0927,0.4248,0
2.480,2,0.396,0.361,0.0997,0.396,0.361,0.0997,0.4230,0
2.500,2,0.230,0.153,0.1069,0.230,0.153,0.1069,0.4223,1
2.520,2,-0.067,0.059,0.1141,-0.067,0.059,0.1141,0.4220,1
2.540,2,-0.018,-0.099,0.1215,-0.018,-0.099,0.1215,0.4217,1
2.560,2,0.498,-0.298,0.1289,0.498,-0.298,0.1289,0.4230,1
2.580,2,0.226,-0.142,0.1362,0.226,-0.142,0.1362,0.4238,1
2.600,2,0.354,0.130,0.1435,0.354,0.130,0.1435,0.4244,1
2.620,2,0.308,0.633,0.1508,0.308,0.633,0.1508,0.4247,1
2.640,2,0.581,0.623,0.1582,0.581,0.623,0.1582,0.4238,1
2.660,2,0.834,0.439,0.1657,0.834,0.439,0.1657,0.4234,1
2.680,2,0.211,0.487,0.1733,0.211,0.487,0.1733,0.4229,1
2.700,2,0.062,0.444,0.1810,0.062,0.444,0.1810,0.4228,1
2.720,2,0.019,0.397,0.1888,0.019,0.397,0.1888,0.4209,1
2.740,2,-0.142,-0.052,0.1967,-0.142,-0.052,0.1967,0.4191,1
2.760,2,0.386,0.056,0.2047,0.386,0.056,0.2047,0.4160,1
2.780,2,0.579,0.271,0.2129,0.579,0.271,0.2129,0.4142,1
2.800,2,0.387,0.212,0.2211,0.387,0.212,0.2211,0.4130,0
2.820,2,-0.210,0.180,0.2293,-0.210,0.180,0.2293,0.4122,0
2.840,2,-0.209,0.152,0.2374,-0.209,0.152,0.2374,0.4116,0
2.860,2,-0.479,0.330,0.2453,-0.479,0.330,0.2453,0.4130,0
2.880,2,-0.077,0.416,0.2530,-0.077,0.416,0.2530,0.4144,0
2.900,2,-0.070,0.645,0.2604,-0.070,0.645,0.2604,0.4153,0
2.920,2,-0.122,0.461,0.2677,-0.122,0.461,0.2677,0.4146,0
2.940,2,0.013,0.633,0.2750,0.013,0.633,0.2750,0.4128,0
2.960,2,-0.178,0.517,0.2823,-0.178,0.517,0.2823,0.4129,0
2.980,2,-0.066,0.196,0.2895,-0.066,0.196,0.2895,0.4113,0
3.000,2,-0.149,0.258,0.2969,-0.149,0.258,0.2969,0.4087,0
3.020,2,0.035,0.283,0.3043,0.035,0.283,0.3043,0.4071,0
3.040,2,0.027,0.162,0.3117,0.027,0.162,0.3117,0.4052,0
3.060,2,0.107,0.062,0.3192,0.107,0.062,0.3192,0.4029,0
3.080,2,0.545,0.095,0.3267,0.545,0.095,0.3267,0.4021,0
3.100,2,-0.242,0.118,0.3341,-0.242,0.118,0.3341,0.4018,0
3.120,2,-0.756,-0.363,0.3414,-0.756,-0.363,0.3414,0.4011,0
3.140,2,-0.811,-0.938,0.3486,-0.811,-0.938,0.3486,0.4016,0
3.160,2,-0.816,-0.663,0.3556,-0.816,-0.663,0.3556,0.4020,0
3.180,2,-0.473,-0.402,0.3624,-0.473,-0.402,0.3624,0.4010,0
3.200,2,-0.514,-0.239,0.3692,-0.514,-0.239,0.3692,0.4003,0
3.220,2,-0.828,-0.336,0.3759,-0.828,-0.336,0.3759,0.3992,0
3.240,2,-0.730,-0.416,0.3826,-0.730,-0.416,0.3826,0.3983,0
3.260,2,0.057,-0.458,0.3892,0.057,-0.458,0.3892,0.3974,0
3.280,2,-0.109,-0.480,0.3957,-0.109,-0.480,0.3957,0.3971,0
3.300,2,-0.089,-0.218,0.4021,-0.089,-0.218,0.4021,0.3967,0
3.320,2,-0.174,-0.123,0.4084,-0.174,-0.123,0.4084,0.3969,0
3.340,2,0.185,-0.098,0.4145,0.185,-0.098,0.4145,0.3976,0
3.360,2,0.643,0.227,0.4204,0.643,0.227,0.4204,0.3987,0
3.380,2,0.957,0.016,0.4260,0.957,0.016,0.4260,0.3986,0
3.400,2,0.441,-0.058,0.4316,0.441,-0.058,0.4316,0.3972,0
3.420,2,0.203,0.134,0.4372,0.203,0.134,0.4372,0.3960,0
3.440,2,-0.034,-0.525,0.4428,-0.034,-0.525,0.4428,0.3949,0
3.460,2,-0.114,-0.370,0.4484,-0.114,-0.370,0.4484,0.3941,0
3.480,2,-0.230,-0.674,0.4538,-0.230,-0.674,0.4538,0.3943,0
3.500,3,-0.452,-0.799,0.4591,-0.452,-0.799,0.4591,0.3951,0
3.520,3,-0.820,-0.650,0.4641,-0.820,-0.650,0.4641,0.3958,0
3.540,3,-0.269,-0.455,0.4690,-0.269,-0.455,0.4690,0.3948,0
3.560,3,-0.496,-0.667,0.4739,-0.496,-0.667,0.4739,0.3955,0
3.580,3,-0.353,-0.551,0.4784,-0.353,-0.551,0.4784,0.3976,0
3.600,3,-0.375,-0.442,0.4828,-0.375,-0.442,0.4828,0.3974,0
3.620,3,-0.207,-0.335,0.4871,-0.207,-0.335,0.4871,0.3964,0
3.640,3,0.266,-0.208,0.4913,0.266,-0.208,0.4913,0.3959,0
3.660,3,0.264,-0.209,0.4955,0.264,-0.209,0.4955,0.3952,0
3.680,3,0.064,-0.152,0.4997,0.064,-0.152,0.4997,0.3953,0
3.700,3,0.182,-0.180,0.5037,0.182,-0.180,0.5037,0.3961,0
3.720,3,0.077,-0.504,0.5075,0.077,-0.504,0.5075,0.3953,0
3.740,3,0.196,-0.492,0.5114,0.196,-0.492,0.5114,0.3936,0
3.760,3,-0.098,-0.477,0.5153,-0.098,-0.477,0.5153,0.3929,0
3.780,3,-0.125,-0.421,0.5192,-0.125,-0.421,0.5192,0.3924,0
3.800,3,-0.025,-0.534,0.5230,-0.025,-0.534,0.5230,0.3926,0
3.820,3,-0.053,-0.768,0.5266,-0.053,-0.768,0.5266,0.3930,0
3.840,3,0.138,-0.988,0.5300,0.138,-0.988,0.5300,0.3948,0
3.860,3,0.276,-0.435,0.5331,0.276,-0.435,0.5331,0.3971,0
3.880,3,0.926,-0.648,0.5359,0.926,-0.648,0.5359,0.3992,0
3.900,3,0.640,-0.495,0.5385,0.640,-0.495,0.5385,0.4010,0
3.920,3,0.709,-0.672,0.5408,0.709,-0.672,0.5408,0.4027,0
3.940,3,0.250,-0.781,0.5429,0.250,-0.781,0.5429,0.4039,0
3.960,3,0.074,-0.367,0.5448,0.074,-0.367,0.5448,0.4056,0
3.980,3,0.138,-0.464,0.5465,0.138,-0.464,0.5465,0.4067,0
4.000,3,-0.060,-0.296,0.5481,-0.060,-0.296,0.5481,0.4073,1
4.020,3,0.106,-0.465,0.5497,0.106,-0.465,0.5497,0.4076,1
4.040,3,0.127,-0.187,0.5512,0.127,-0.187,0.5512,0.4077,1
4.060,3,0.380,-0.142,0.5526,0.380,-0.142,0.5526,0.4075,1
4.080,3,-0.027,0.280,0.5541,-0.027,0.280,0.5541,0.4070,1
4.100,3,-0.101,0.628,0.5556,-0.101,0.628,0.5556,0.4072,1
4.120,3,-0.210,0.402,0.5570,-0.210,0.402,0.5570,0.4072,1
4.140,3,-0.162,0.423,0.5584,-0.162,0.423,0.5584,0.4070,1
4.160,3,0.246,0.411,0.5598,0.246,0.411,0.5598,0.4056,1
4.180,3,0.488,0.106,0.5613,0.488,0.106,0.5613,0.4058,1
4.200,3,0.243,0.370,0.5627,0.243,0.370,0.5627,0.4060,1
4.220,3,-0.025,0.338,0.5641,-0.025,0.338,0.5641,0.4059,1
4.240,3,0.392,0.431,0.5655,0.392,0.431,0.5655,0.4053,1
4.260,3,0.092,0.127,0.5669,0.092,0.127,0.5669,0.4042,1
4.280,3,0.071,-0.125,0.5684,0.071,-0.125,0.5684,0.4039,1
