time,phase,true_roll,true_pitch,true_alt,est_roll,est_pitch,est_alt,thrust,gust
15.640,5,0.000,0.000,0.0150,0.007,0.005,0.0150,0.0000,0
15.660,5,-0.000,0.000,0.0150,0.007,0.005,0.0150,0.0000,0
15.680,5,0.000,0.000,0.0150,0.008,0.005,0.0150,0.0000,0
15.700,5,-0.000,-0.000,0.0150,0.011,0.003,0.0150,0.0000,0
15.720,5,0.000,-0.000,0.0150,0.012,0.000,0.0150,0.0000,0
15.740,5,0.000,-0.000,0.0150,0.013,-0.001,0.0150,0.0000,0
15.760,5,-0.000,0.000,0.0150,0.015,-0.002,0.0150,0.0000,0
15.780,5,0.000,0.000,0.0150,0.015,-0.002,0.0150,0.0000,0
15.800,5,0.000,-0.000,0.0150,0.016,-0.002,0.0150,0.0000,0
15.820,5,0.000,-0.000,0.0150,0.018,-0.002,0.0150,0.0000,0
15.840,5,-0.000,0.000,0.0150,0.017,-0.002,0.0150,0.0000,0
15.860,5,-0.000,0.000,0.0150,0.017,-0.004,0.0150,0.0000,0
15.880,5,-0.000,-0.000,0.0150,0.016,-0.005,0.0150,0.0000,0
15.900,5,-0.000,-0.000,0.0150,0.015,-0.002,0.0150,0.0000,0
15.920,5,-0.000,-0.000,0.0150,0.013,0.000,0.0150,0.0000,0
15.940,5,-0.000,-0.000,0.0150,0.013,0.000,0.0150,0.0000,0
15.960,5,-0.000,-0.000,0.0150,0.014,-0.001,0.0150,0.0000,0
15.980,5,0.000,0.000,0.0150,0.015,-0.002,0.0150,0.0000,0
