=== StampFly SIL Simulation ===
Duration: 10.0s at 400Hz (4000 steps)
Target alt: 0.50m, Hover thrust: 0.3630N

Calibrating (100 samples)...
Gyro bias:  [0.0000 0.0000 0.0000] rad/s
Accel avg:  [0.0000 0.0000 19.2933] m/s²
Accel bias: [0.0000 0.0000 29.1033] m/s² (avg - [0,0,-g])
[INFO] ESKF_CORE: ESKF core initialized (15-state)
time,true_x,true_y,true_z,true_vz,roll,pitch,yaw,eskf_x,eskf_y,eskf_z,eskf_vz,eskf_roll,eskf_pitch,eskf_yaw,thrust,m1,m2,m3,m4,accel_z,gyro_x
6.0600,0.0000,0.0000,-1.5251,0.1368,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5428,0.0310,0.0000,0.0000,0.0000,0.3567,0.729,0.729,0.729,0.729,10.0375,0.0000
6.0800,0.0000,0.0000,-1.5223,0.1411,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5400,0.0354,0.0000,0.0000,0.0000,0.3568,0.729,0.729,0.729,0.729,10.0352,0.0000
6.1000,0.0000,0.0000,-1.5195,0.1454,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5372,0.0397,0.0000,0.0000,0.0000,0.3568,0.729,0.729,0.729,0.729,10.0330,0.0000
6.1200,0.0000,0.0000,-1.5165,0.1497,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5342,0.0440,0.0000,0.0000,0.0000,0.3568,0.729,0.729,0.729,0.729,10.0308,0.0000
6.1400,0.0000,0.0000,-1.5135,0.1539,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5312,0.0482,0.0000,0.0000,0.0000,0.3569,0.729,0.729,0.729,0.729,10.0286,0.0000
6.1600,0.0000,0.0000,-1.5104,0.1581,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5281,0.0524,0.0000,0.0000,0.0000,0.3569,0.729,0.729,0.729,0.729,10.0265,0.0000
6.1800,0.0000,0.0000,-1.5072,0.1622,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5249,0.0566,0.0000,0.0000,0.0000,0.3569,0.729,0.729,0.729,0.729,10.0244,0.0000
6.2000,0.0000,0.0000,-1.5039,0.1663,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5216,0.0607,0.0000,0.0000,0.0000,0.3570,0.729,0.729,0.729,0.729,10.0223,0.0000
6.2200,0.0000,0.0000,-1.5005,0.1704,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5182,0.0648,0.0000,0.0000,0.0000,0.3570,0.729,0.729,0.729,0.729,10.0203,0.0000
6.2400,0.0000,0.0000,-1.4971,0.1744,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5148,0.0688,0.0000,0.0000,0.0000,0.3570,0.729,0.729,0.729,0.729,10.0183,0.0000
6.2600,0.0000,0.0000,-1.4935,0.1783,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5113,0.0728,0.0000,0.0000,0.0000,0.3571,0.729,0.729,0.729,0.729,10.0164,0.0000
6.2800,0.0000,0.0000,-1.4899,0.1823,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5077,0.0768,0.0000,0.0000,0.0000,0.3571,0.729,0.729,0.729,0.729,10.0144,0.0000
6.3000,0.0000,0.0000,-1.4862,0.1862,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5040,0.0807,0.0000,0.0000,0.0000,0.3571,0.729,0.729,0.729,0.729,10.0125,0.0000
6.3200,0.0000,0.0000,-1.4825,0.1900,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5002,0.0846,0.0000,0.0000,0.0000,0.3572,0.729,0.729,0.729,0.729,10.0107,0.0000
6.3400,0.0000,0.0000,-1.4786,0.1939,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4964,0.0884,0.0000,0.0000,0.0000,0.3572,0.729,0.729,0.729,0.729,10.0089,0.0000
6.3600,0.0000,0.0000,-1.4747,0.1t=6.5 true_z=-1.4458 eskf_z=-1.4631 T=0.357 d=0.729
t=6.8 true_z=-1.3848 eskf_z=-1.4020 T=0.358 d=0.730
976,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4925,0.0922,0.0000,0.0000,0.0000,0.3572,0.729,0.729,0.729,0.729,10.0070,0.0000
6.3800,0.0000,0.0000,-1.4707,0.2014,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4885,0.0960,0.0000,0.0000,0.0000,0.3572,0.729,0.729,0.729,0.729,10.0053,0.0000
6.4000,0.0000,0.0000,-1.4667,0.2051,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4845,0.0998,0.0000,0.0000,0.0000,0.3573,0.729,0.729,0.729,0.729,10.0035,0.0000
6.4200,0.0000,0.0000,-1.4625,0.2088,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4803,0.1035,0.0000,0.0000,0.0000,0.3573,0.729,0.729,0.729,0.729,10.0017,0.0000
6.4400,0.0000,0.0000,-1.4583,0.2124,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4761,0.1071,0.0000,0.0000,0.0000,0.3573,0.729,0.729,0.729,0.729,10.0000,0.0000
6.4600,0.0000,0.0000,-1.4540,0.2160,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4718,0.1108,0.0000,0.0000,0.0000,0.3573,0.729,0.729,0.729,0.729,9.9983,0.0000
6.4800,0.0000,0.0000,-1.4497,0.2196,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4675,0.1144,0.0000,0.0000,0.0000,0.3574,0.729,0.729,0.729,0.729,9.9967,0.0000
6.5000,0.0000,0.0000,-1.4453,0.2232,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4631,0.1179,0.0000,0.0000,0.0000,0.3574,0.729,0.729,0.729,0.729,9.9950,0.0000
6.5200,0.0000,0.0000,-1.4408,0.2267,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4586,0.1215,0.0000,0.0000,0.0000,0.3574,0.729,0.729,0.729,0.729,9.9934,0.0000
6.5400,0.0000,0.0000,-1.4362,0.2302,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4540,0.1250,0.0000,0.0000,0.0000,0.3574,0.729,0.729,0.729,0.729,9.9918,0.0000
6.5600,0.0000,0.0000,-1.4316,0.2336,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4494,0.1285,0.0000,0.0000,0.0000,0.3575,0.729,0.729,0.729,0.729,9.9902,0.0000
6.5800,0.0000,0.0000,-1.4268,0.2370,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4447,0.1319,0.0000,0.0000,0.0000,0.3575,0.729,0.729,0.729,0.729,9.9886,0.0000
6.6000,0.0000,0.0000,-1.4221,0.2404,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4399,0.1353,0.0000,0.0000,0.0000,0.3575,0.729,0.729,0.729,0.729,9.9871,0.0000
6.6200,0.0000,0.0000,-1.4172,0.2438,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4351,0.1387,0.0000,0.0000,0.0000,0.3575,0.729,0.729,0.729,0.729,9.9856,0.0000
6.6400,0.0000,0.0000,-1.4123,0.2471,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4302,0.1420,0.0000,0.0000,0.0000,0.3576,0.729,0.729,0.729,0.729,9.9841,0.0000
6.6600,0.0000,0.0000,-1.4073,0.2504,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4252,0.1453,0.0000,0.0000,0.0000,0.3576,0.729,0.729,0.729,0.729,9.9826,0.0000
6.6800,0.0000,0.0000,-1.4023,0.2537,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4202,0.1486,0.0000,0.0000,0.0000,0.3576,0.729,0.729,0.729,0.729,9.9811,0.0000
6.7000,0.0000,0.0000,-1.3972,0.2569,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4151,0.1519,0.0000,0.0000,0.0000,0.3576,0.730,0.730,0.730,0.730,9.9797,0.0000
6.7200,0.0000,0.0000,-1.3920,0.2601,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4099,0.1551,0.0000,0.0000,0.0000,0.3576,0.730,0.730,0.730,0.730,9.9782,0.0000
6.7400,0.0000,0.0000,-1.3868,0.2633,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4047,0.1583,0.0000,0.0000,0.0000,0.3577,0.730,0.730,0.730,0.730,9.9768,0.0000
6.7600,0.0000,0.0000,-1.3815,0.2664,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3994,0.1615,0.0000,0.0000,0.0000,0.3577,0.730,0.730,0.730,0.730,9.9754,0.0000
6.7800,0.0000,0.0000,-1.3761,0.2696,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3940,0.1646,0.0000,0.0000,0.0000,0.3577,0.730,0.730,0.730,0.730,9.9740,0.0000
6.8000,0.0000,0.0000,-1.3707,0.2726,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3886,0.1677,0.0000,0.0000,0.0000,0.3577,0.730,0.730,0.730,0.730,9.9726,0.0000
6.8200,0.0000,0.0000,-1.3652,0.2757,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3831,0.1708,0.0000,0.0000,0.0000,0.3577,0.730,0.730,0.730,0.730,9.9712,0.0000
6.8400,0.0000,0.0000,-1.3597,0.2788,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3776,0.1739,0.0000,0.0000,0.0000,0.3578,0.730,0.730,0.730,0.730,9.9699,0.0000
6.8600,0.0000,0.0000,-1.3541,0.2818,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3720,0.1769,0.0000,0.0000,0.0000,0.3578,0.730,0.730,0.730,0.730,9.9685,0.0000
6.8800,0.0000,0.0000,-1.3484,0.2848,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3663,0.1799,0.0000,0.0000,0.0000,0.3578,0.730,0.730,0.730,0.730,9.9672,0.0000
6.9000,0.0000,0.000t=7.0 true_z=-1.3140 eskf_z=-1.3312 T=0.358 d=0.730
t=7.2 true_z=-1.2343 eskf_z=-1.2514 T=0.358 d=0.730
0,-1.3427,0.2877,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3606,0.1829,0.0000,0.0000,0.0000,0.3578,0.730,0.730,0.730,0.730,9.9659,0.0000
6.9200,0.0000,0.0000,-1.3369,0.2907,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3548,0.1858,0.0000,0.0000,0.0000,0.3578,0.730,0.730,0.730,0.730,9.9646,0.0000
6.9400,0.0000,0.0000,-1.3311,0.2936,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3490,0.1888,0.0000,0.0000,0.0000,0.3578,0.730,0.730,0.730,0.730,9.9633,0.0000
6.9600,0.0000,0.0000,-1.3252,0.2964,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3431,0.1917,0.0000,0.0000,0.0000,0.3579,0.730,0.730,0.730,0.730,9.9621,0.0000
6.9800,0.0000,0.0000,-1.3192,0.2993,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3372,0.1946,0.0000,0.0000,0.0000,0.3579,0.730,0.730,0.730,0.730,9.9608,0.0000
7.0000,0.0000,0.0000,-1.3132,0.3021,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3312,0.1974,0.0000,0.0000,0.0000,0.3579,0.730,0.730,0.730,0.730,9.9596,0.0000
7.0200,0.0000,0.0000,-1.3071,0.3049,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3251,0.2002,0.0000,0.0000,0.0000,0.3579,0.730,0.730,0.730,0.730,9.9583,0.0000
7.0400,0.0000,0.0000,-1.3010,0.3077,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3190,0.2030,0.0000,0.0000,0.0000,0.3579,0.730,0.730,0.730,0.730,9.9571,0.0000
7.0600,0.0000,0.0000,-1.2948,0.3105,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3128,0.2058,0.0000,0.0000,0.0000,0.3579,0.730,0.730,0.730,0.730,9.9559,0.0000
7.0800,0.0000,0.0000,-1.2886,0.3132,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3066,0.2086,0.0000,0.0000,0.0000,0.3580,0.730,0.730,0.730,0.730,9.9547,0.0000
7.1000,0.0000,0.0000,-1.2823,0.3159,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3003,0.2113,0.0000,0.0000,0.0000,0.3580,0.730,0.730,0.730,0.730,9.9535,0.0000
7.1200,0.0000,0.0000,-1.2759,0.3186,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2939,0.2140,0.0000,0.0000,0.0000,0.3580,0.730,0.730,0.730,0.730,9.9524,0.0000
7.1400,0.0000,0.0000,-1.2695,0.3213,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2875,0.2167,0.0000,0.0000,0.0000,0.3580,0.730,0.730,0.730,0.730,9.9512,0.0000
7.1600,0.0000,0.0000,-1.2631,0.3239,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2811,0.2194,0.0000,0.0000,0.0000,0.3580,0.730,0.730,0.730,0.730,9.9501,0.0000
7.1800,0.0000,0.0000,-1.2566,0.3266,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2746,0.2220,0.0000,0.0000,0.0000,0.3580,0.730,0.730,0.730,0.730,9.9489,0.0000
7.2000,0.0000,0.0000,-1.2500,0.3292,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2680,0.2246,0.0000,0.0000,0.0000,0.3581,0.730,0.730,0.730,0.730,9.9478,0.0000
7.2200,0.0000,0.0000,-1.2434,0.3317,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2614,0.2272,0.0000,0.0000,0.0000,0.3581,0.730,0.730,0.730,0.730,9.9467,0.0000
7.2400,0.0000,0.0000,-1.2368,0.3343,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2548,0.2298,0.0000,0.0000,0.0000,0.3581,0.730,0.730,0.730,0.730,9.9456,0.0000
7.2600,0.0000,0.0000,-1.2301,0.3368,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2481,0.2323,0.0000,0.0000,0.0000,0.3581,0.730,0.730,0.730,0.730,9.9445,0.0000
7.2800,0.0000,0.0000,-1.2233,0.3393,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2413,0.2349,0.0000,0.0000,0.0000,0.3581,0.730,0.730,0.730,0.730,9.9434,0.0000
7.3000,0.0000,0.0000,-1.2165,0.3418,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2345,0.2374,0.0000,0.0000,0.0000,0.3581,0.730,0.730,0.730,0.730,9.9423,0.0000
7.3200,0.0000,0.0000,-1.2096,0.3443,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2277,0.2398,0.0000,0.0000,0.0000,0.3581,0.730,0.730,0.730,0.730,9.9412,0.0000
7.3400,0.0000,0.0000,-1.2027,0.3467,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2207,0.2423,0.0000,0.0000,0.0000,0.3582,0.730,0.730,0.730,0.730,9.9402,0.0000
7.3600,0.0000,0.0000,-1.1958,0.3491,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2138,0.2447,0.0000,0.0000,0.0000,0.3582,0.730,0.730,0.730,0.730,9.9391,0.0000
7.3800,0.0000,0.0000,-1.1887,0.3515,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2068,0.2472,0.0000,0.0000,0.0000,0.3582,0.730,0.730,0.730,0.730,9.9381,0.0000
7.4000,0.0000,0.0000,-1.1817,0.3539,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1997,0.2496,0.0000,0.0000,0.0000,0.3582,0.730,0.730,0.730,0.730,9.9371,0.0000
7.4200,0.0000,0.0000,-1.1746,0.3563,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1926,0.2519,0.0000,0.0000,0.0000,0.3582,0.730,0.730,0.730,0.730,9.9361,0.0000
7.4400,0.00t=7.5 true_z=-1.1466 eskf_z=-1.1638 T=0.358 d=0.730
t=7.8 true_z=-1.0519 eskf_z=-1.0690 T=0.358 d=0.730
00,0.0000,-1.1674,0.3586,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1855,0.2543,0.0000,0.0000,0.0000,0.3582,0.730,0.730,0.730,0.730,9.9350,0.0000
7.4600,0.0000,0.0000,-1.1602,0.3610,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1783,0.2566,0.0000,0.0000,0.0000,0.3582,0.730,0.730,0.730,0.730,9.9340,0.0000
7.4800,0.0000,0.0000,-1.1530,0.3633,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1711,0.2590,0.0000,0.0000,0.0000,0.3583,0.730,0.730,0.730,0.730,9.9331,0.0000
7.5000,0.0000,0.0000,-1.1457,0.3655,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1638,0.2613,0.0000,0.0000,0.0000,0.3583,0.730,0.730,0.730,0.730,9.9321,0.0000
7.5200,0.0000,0.0000,-1.1384,0.3678,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1565,0.2635,0.0000,0.0000,0.0000,0.3583,0.730,0.730,0.730,0.730,9.9311,0.0000
7.5400,0.0000,0.0000,-1.1310,0.3700,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1491,0.2658,0.0000,0.0000,0.0000,0.3583,0.730,0.730,0.730,0.730,9.9301,0.0000
7.5600,0.0000,0.0000,-1.1236,0.3723,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1417,0.2680,0.0000,0.0000,0.0000,0.3583,0.730,0.730,0.730,0.730,9.9292,0.0000
7.5800,0.0000,0.0000,-1.1161,0.3745,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1342,0.2703,0.0000,0.0000,0.0000,0.3583,0.730,0.730,0.730,0.730,9.9282,0.0000
7.6000,0.0000,0.0000,-1.1086,0.3767,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1267,0.2725,0.0000,0.0000,0.0000,0.3583,0.730,0.730,0.730,0.730,9.9273,0.0000
7.6200,0.0000,0.0000,-1.1010,0.3788,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1191,0.2747,0.0000,0.0000,0.0000,0.3583,0.730,0.730,0.730,0.730,9.9264,0.0000
7.6400,0.0000,0.0000,-1.0934,0.3810,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1115,0.2768,0.0000,0.0000,0.0000,0.3584,0.730,0.730,0.730,0.730,9.9254,0.0000
7.6600,0.0000,0.0000,-1.0858,0.3831,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1039,0.2790,0.0000,0.0000,0.0000,0.3584,0.730,0.730,0.730,0.730,9.9245,0.0000
7.6800,0.0000,0.0000,-1.0781,0.3852,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0962,0.2811,0.0000,0.0000,0.0000,0.3584,0.730,0.730,0.730,0.730,9.9236,0.0000
7.7000,0.0000,0.0000,-1.0704,0.3873,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0885,0.2832,0.0000,0.0000,0.0000,0.3584,0.730,0.730,0.730,0.730,9.9227,0.0000
7.7200,0.0000,0.0000,-1.0626,0.3894,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0807,0.2853,0.0000,0.0000,0.0000,0.3584,0.730,0.730,0.730,0.730,9.9218,0.0000
7.7400,0.0000,0.0000,-1.0548,0.3915,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0729,0.2874,0.0000,0.0000,0.0000,0.3584,0.730,0.730,0.730,0.730,9.9209,0.0000
7.7600,0.0000,0.0000,-1.0470,0.3935,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0651,0.2894,0.0000,0.0000,0.0000,0.3584,0.730,0.730,0.730,0.730,9.9201,0.0000
7.7800,0.0000,0.0000,-1.0391,0.3955,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0572,0.2915,0.0000,0.0000,0.0000,0.3584,0.730,0.730,0.730,0.730,9.9192,0.0000
7.8000,0.0000,0.0000,-1.0312,0.3975,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0493,0.2935,0.0000,0.0000,0.0000,0.3585,0.730,0.730,0.730,0.730,9.9183,0.0000
7.8200,0.0000,0.0000,-1.0232,0.3995,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0413,0.2955,0.0000,0.0000,0.0000,0.3585,0.730,0.730,0.730,0.730,9.9175,0.0000
7.8400,0.0000,0.0000,-1.0152,0.4015,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0333,0.2975,0.0000,0.0000,0.0000,0.3585,0.730,0.730,0.730,0.730,9.9166,0.0000
7.8600,0.0000,0.0000,-1.0071,0.4034,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0253,0.2995,0.0000,0.0000,0.0000,0.3585,0.730,0.730,0.730,0.730,9.9158,0.0000
7.8800,0.0000,0.0000,-0.9990,0.4054,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0172,0.3014,0.0000,0.0000,0.0000,0.3585,0.730,0.730,0.730,0.730,9.9150,0.0000
7.9000,0.0000,0.0000,-0.9909,0.4073,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0091,0.3034,0.0000,0.0000,0.0000,0.3585,0.730,0.730,0.730,0.730,9.9141,0.0000
7.9200,0.0000,0.0000,-0.9827,0.4092,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0009,0.3053,0.0000,0.0000,0.0000,0.3585,0.730,0.730,0.730,0.730,9.9133,0.0000
7.9400,0.0000,0.0000,-0.9745,0.4111,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9927,0.3072,0.0000,0.0000,0.0000,0.3585,0.730,0.730,0.730,0.730,9.9125,0.0000
7.9600,0.0000,0.0000,-0.9663,0.4130,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9845,0.3091,0.0000,0.0000,0.0000,0.3586,0.731,0.731,0.731,0.731,9.9117,0.0000
7.9t=8.0 true_z=-0.9507 eskf_z=-0.9679 T=0.359 d=0.731
t=8.2 true_z=-0.8456 eskf_z=-0.8626 T=0.364 d=0.736
t=8.5 true_z=-0.7425 eskf_z=-0.7595 T=0.366 d=0.738
800,0.0000,0.0000,-0.9580,0.4148,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9762,0.3109,0.0000,0.0000,0.0000,0.3591,0.731,0.731,0.731,0.731,9.9061,0.0000
8.0000,0.0000,0.0000,-0.9497,0.4164,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9679,0.3126,0.0000,0.0000,0.0000,0.3595,0.731,0.731,0.731,0.731,9.8967,0.0000
8.0200,0.0000,0.0000,-0.9414,0.4178,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9595,0.3141,0.0000,0.0000,0.0000,0.3599,0.732,0.732,0.732,0.732,9.8860,0.0000
8.0400,0.0000,0.0000,-0.9330,0.4190,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9512,0.3154,0.0000,0.0000,0.0000,0.3603,0.732,0.732,0.732,0.732,9.8751,0.0000
8.0600,0.0000,0.0000,-0.9246,0.4200,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9428,0.3165,0.0000,0.0000,0.0000,0.3607,0.733,0.733,0.733,0.733,9.8643,0.0000
8.0800,0.0000,0.0000,-0.9162,0.4208,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9344,0.3173,0.0000,0.0000,0.0000,0.3610,0.733,0.733,0.733,0.733,9.8539,0.0000
8.1000,0.0000,0.0000,-0.9078,0.4214,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9259,0.3180,0.0000,0.0000,0.0000,0.3614,0.733,0.733,0.733,0.733,9.8439,0.0000
8.1200,0.0000,0.0000,-0.8993,0.4217,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9175,0.3185,0.0000,0.0000,0.0000,0.3617,0.734,0.734,0.734,0.734,9.8343,0.0000
8.1400,0.0000,0.0000,-0.8909,0.4219,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9090,0.3187,0.0000,0.0000,0.0000,0.3620,0.734,0.734,0.734,0.734,9.8251,0.0000
8.1600,0.0000,0.0000,-0.8825,0.4219,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9006,0.3189,0.0000,0.0000,0.0000,0.3623,0.734,0.734,0.734,0.734,9.8163,0.0000
8.1800,0.0000,0.0000,-0.8740,0.4218,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8922,0.3188,0.0000,0.0000,0.0000,0.3626,0.735,0.735,0.735,0.735,9.8078,0.0000
8.2000,0.0000,0.0000,-0.8656,0.4215,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8837,0.3185,0.0000,0.0000,0.0000,0.3629,0.735,0.735,0.735,0.735,9.7998,0.0000
8.2200,0.0000,0.0000,-0.8572,0.4210,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8753,0.3181,0.0000,0.0000,0.0000,0.3632,0.735,0.735,0.735,0.735,9.7922,0.0000
8.2400,0.0000,0.0000,-0.8488,0.4204,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8669,0.3175,0.0000,0.0000,0.0000,0.3635,0.735,0.735,0.735,0.735,9.7850,0.0000
8.2600,0.0000,0.0000,-0.8404,0.4196,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8584,0.3168,0.0000,0.0000,0.0000,0.3637,0.736,0.736,0.736,0.736,9.7780,0.0000
8.2800,0.0000,0.0000,-0.8320,0.4187,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8501,0.3160,0.0000,0.0000,0.0000,0.3640,0.736,0.736,0.736,0.736,9.7714,0.0000
8.3000,0.0000,0.0000,-0.8236,0.4177,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8417,0.3150,0.0000,0.0000,0.0000,0.3642,0.736,0.736,0.736,0.736,9.7651,0.0000
8.3200,0.0000,0.0000,-0.8153,0.4165,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8333,0.3139,0.0000,0.0000,0.0000,0.3644,0.736,0.736,0.736,0.736,9.7591,0.0000
8.3400,0.0000,0.0000,-0.8070,0.4153,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8250,0.3127,0.0000,0.0000,0.0000,0.3646,0.737,0.737,0.737,0.737,9.7534,0.0000
8.3600,0.0000,0.0000,-0.7987,0.4139,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8167,0.3114,0.0000,0.0000,0.0000,0.3648,0.737,0.737,0.737,0.737,9.7480,0.0000
8.3800,0.0000,0.0000,-0.7904,0.4124,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8084,0.3099,0.0000,0.0000,0.0000,0.3650,0.737,0.737,0.737,0.737,9.7428,0.0000
8.4000,0.0000,0.0000,-0.7822,0.4108,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8002,0.3084,0.0000,0.0000,0.0000,0.3652,0.737,0.737,0.737,0.737,9.7379,0.0000
8.4200,0.0000,0.0000,-0.7740,0.4092,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7920,0.3068,0.0000,0.0000,0.0000,0.3654,0.737,0.737,0.737,0.737,9.7333,0.0000
8.4400,0.0000,0.0000,-0.7658,0.4074,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7838,0.3051,0.0000,0.0000,0.0000,0.3656,0.738,0.738,0.738,0.738,9.7288,0.0000
8.4600,0.0000,0.0000,-0.7577,0.4056,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7756,0.3032,0.0000,0.0000,0.0000,0.3657,0.738,0.738,0.738,0.738,9.7247,0.0000
8.4800,0.0000,0.0000,-0.7496,0.4036,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7675,0.3014,0.0000,0.0000,0.0000,0.3659,0.738,0.738,0.738,0.738,9.7207,0.0000
8.5000,0.0000,0.0000,-0.7415,0.4016,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7595,0.2994,0.0000,0.0000,0.0000,0.3660,0.738,0.738,0.738,0.738,9.7170,0.t=8.8 true_z=-0.6456 eskf_z=-0.6625 T=0.367 d=0.739
